0.000209542	0.001492959
0.000220703	0.001551209
0.000232147	0.001610471
0.000243877	0.001670751
0.000255896	0.001732055
0.00026821	0.001794389
0.000280822	0.00185776
0.000293735	0.001922171
0.000306954	0.001987631
0.000320483	0.002054143
0.000334325	0.002121714
0.000348484	0.002190348
0.000362965	0.002260052
0.000377771	0.00233083
0.000392906	0.002402688
0.000408375	0.00247563
0.00042418	0.002549662
0.000440327	0.002624789
0.000456819	0.002701014
0.000473661	0.002778344
0.000490855	0.002856781
0.000508407	0.002936331
0.000526321	0.003016999
0.0005446	0.003098787
0.000563248	0.003181701
0.00058227	0.003265744
0.00060167	0.00335092
0.000621451	0.003437233
0.000641619	0.003524686
0.000662176	0.003613284
0.000683127	0.003703028
0.000704477	0.003793924
0.000726229	0.003885973
0.000748387	0.003979179
0.000770956	0.004073545
0.00079394	0.004169073
0.000817342	0.004265767
0.000841168	0.004363628
0.00086542	0.004462659
0.000890104	0.004562863
0.000915223	0.004664241
0.000940782	0.004766795
0.000966784	0.004870528
0.000993235	0.004975441
0.001020137	0.005081535
0.001047495	0.005188813
0.001075313	0.005297275
0.001103596	0.005406922
0.001132347	0.005517756
0.001161571	0.005629777
0.001191271	0.005742986
0.001221453	0.005857385
0.001252119	0.005972972
0.001283274	0.006089749
0.001314923	0.006207715
0.001347068	0.006326871
0.001379715	0.006447217
0.001412868	0.006568752
0.00144653	0.006691475
0.001480705	0.006815387
0.001515398	0.006940486
0.001550612	0.007066771
0.001586352	0.007194242
0.001622622	0.007322897
0.001659426	0.007452735
0.001696767	0.007583754
0.00173465	0.007715952
0.001773078	0.007849328
0.001812056	0.00798388
0.001851588	0.008119605
0.001891676	0.008256501
0.001932327	0.008394565
0.001973542	0.008533796
0.002015327	0.008674189
0.002057684	0.008815743
0.002100619	0.008958453
0.002144134	0.009102316
0.002188233	0.00924733
0.002232921	0.00939349
0.002278201	0.009540792
0.002324076	0.009689233
0.002370551	0.009838807
0.002417629	0.009989512
0.002465314	0.010141342
0.00251361	0.010294293
0.00256252	0.010448359
0.002612047	0.010603536
0.002662196	0.010759818
0.002712969	0.010917201
0.002764371	0.011075678
0.002816405	0.011235243
0.002869075	0.011395892
0.002922383	0.011557617
0.002976334	0.011720413
0.00303093	0.011884273
0.003086175	0.01204919
0.003142073	0.012215158
0.003198627	0.01238217
0.003255839	0.012550218
0.003313714	0.012719295
0.003372254	0.012889394
0.003431463	0.013060507
0.003491343	0.013232626
0.003551898	0.013405744
0.003613132	0.013579852
0.003675046	0.013754941
0.003737644	0.013931003
0.00380093	0.01410803
0.003864905	0.014286012
0.003929573	0.01446494
0.003994936	0.014644806
0.004060998	0.014825599
0.004127761	0.015007311
0.004195229	0.01518993
0.004263403	0.015373449
0.004332286	0.015557855
0.004401881	0.01574314
0.004472191	0.015929292
0.004543218	0.0161163
0.004614964	0.016304155
0.004687432	0.016492845
0.004760625	0.016682359
0.004834545	0.016872685
0.004909193	0.017063813
0.004984573	0.017255729
0.005060687	0.017448424
0.005137536	0.017641883
0.005215123	0.017836097
0.00529345	0.018031051
0.005372519	0.018226733
0.005452332	0.018423132
0.005532891	0.018620233
0.005614197	0.018818024
0.005696253	0.019016492
0.005779061	0.019215623
0.005862621	0.019415405
0.005946936	0.019615822
0.006032008	0.019816862
0.006117838	0.02001851
0.006204427	0.020220752
0.006291777	0.020423574
0.006379889	0.020626962
0.006468765	0.0208309
0.006558406	0.021035375
0.006648813	0.02124037
0.006739987	0.021445872
0.00683193	0.021651864
0.006924643	0.021858332
0.007018126	0.022065259
0.007112381	0.022272631
0.007207408	0.022480431
0.007303208	0.022688643
0.007399783	0.022897251
0.007497132	0.023106239
0.007595257	0.023315591
0.007694157	0.023525289
0.007793834	0.023735318
0.007894288	0.02394566
0.00799552	0.024156298
0.008097529	0.024367216
0.008200316	0.024578396
0.008303882	0.02478982
0.008408225	0.025001471
0.008513348	0.025213332
0.008619248	0.025425384
0.008725927	0.02563761
0.008833385	0.025849992
0.008941621	0.026062511
0.009050634	0.02627515
0.009160425	0.02648789
0.009270994	0.026700712
0.009382339	0.026913597
0.00949446	0.027126528
0.009607357	0.027339485
0.009721029	0.027552449
0.009835476	0.027765402
0.009950696	0.027978323
0.010066689	0.028191194
0.010183453	0.028403995
0.010300989	0.028616706
0.010419294	0.028829309
0.010538367	0.029041783
0.010658208	0.029254109
0.010778816	0.029466267
0.010900187	0.029678236
0.011022323	0.029889997
0.01114522	0.030101529
0.011268877	0.030312813
0.011393293	0.030523827
0.011518466	0.030734552
0.011644395	0.030944967
0.011771076	0.031155051
0.011898509	0.031364784
0.012026691	0.031574145
0.012155621	0.031783113
0.012285296	0.031991667
0.012415714	0.032199787
0.012546872	0.03240745
0.012678769	0.032614638
0.012811402	0.032821327
0.012944768	0.033027497
0.013078865	0.033233127
0.01321369	0.033438195
0.013349241	0.03364268
0.013485514	0.033846561
0.013622506	0.034049816
0.013760216	0.034252424
0.013898639	0.034454362
0.014037773	0.034655611
0.014177614	0.034856147
0.014318159	0.035055949
0.014459405	0.035254996
0.014601348	0.035453266
0.014743986	0.035650737
0.014887313	0.035847388
0.015031327	0.036043196
0.015176025	0.036238139
0.015321401	0.036432197
